,student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,is_higher_acheiver,is_sleep_depeived
799,S1799,19,Female,3.8,1.2,2.0,No,82.2,7.1,Good,2,Bachelor,Average,2,Yes,66.3,False,True
800,S1800,17,Male,3.4,1.5,1.0,No,90.8,7.5,Good,4,Bachelor,Poor,7,Yes,86.1,True,True
801,S1801,22,Female,3.9,1.8,3.9,No,99.1,6.9,Fair,1,Master,Good,4,No,65.5,False,True
802,S1802,17,Male,4.3,1.9,1.9,No,78.7,10.0,Fair,4,No formal education,Good,2,No,82.9,False,True
803,S1803,17,Female,4.5,1.2,2.6,No,86.0,5.3,Good,0,Bachelor,Good,6,Yes,76.3,False,False
804,S1804,22,Female,4.3,4.0,1.1,Yes,88.4,4.4,Good,2,High School,Average,2,Yes,59.0,False,False
805,S1805,20,Female,3.6,2.2,2.2,No,75.1,6.0,Fair,3,Bachelor,Average,10,Yes,76.1,False,False
806,S1806,24,Female,3.2,2.9,2.1,No,85.2,4.6,Good,1,Bachelor,Good,2,Yes,40.3,False,False
807,S1807,17,Female,3.3,1.8,0.0,No,70.3,4.7,Poor,2,High School,Average,7,Yes,65.2,False,False
808,S1808,22,Male,3.2,0.3,4.0,Yes,67.3,5.3,Good,3,High School,Good,1,No,43.9,False,False
809,S1809,21,Female,5.2,2.8,3.2,No,88.7,5.4,Good,0,Bachelor,Good,7,Yes,89.5,True,False
810,S1810,19,Male,4.4,0.2,1.4,No,81.2,5.4,Good,1,High School,Average,10,No,80.7,False,False
811,S1811,19,Female,0.0,2.4,0.6,Yes,87.0,7.1,Good,4,High School,Average,5,No,53.0,False,True
812,S1812,17,Female,4.5,0.9,2.2,No,84.8,5.9,Good,0,Bachelor,Good,1,No,70.6,False,False
813,S1813,20,Female,3.8,4.9,1.9,No,75.2,6.3,Poor,5,High School,Average,6,No,65.5,False,True
814,S1814,20,Male,3.5,3.6,2.2,No,84.5,7.6,Fair,3,High School,Average,7,No,75.1,False,True
815,S1815,21,Female,2.9,2.6,2.0,No,72.7,5.6,Poor,1,Master,Good,1,No,43.5,False,False
816,S1816,17,Female,5.2,4.0,2.4,No,98.9,6.2,Fair,1,High School,Average,9,No,80.6,False,True
817,S1817,19,Female,4.9,1.5,3.4,No,71.4,6.9,Good,6,High School,Good,7,Yes,88.2,True,True
818,S1818,20,Male,2.3,3.2,2.4,No,83.0,4.2,Fair,6,Bachelor,Poor,1,Yes,48.5,False,False
819,S1819,17,Male,4.1,2.7,0.6,No,74.6,3.6,Fair,0,Bachelor,Good,3,No,67.3,False,False
820,S1820,23,Male,2.0,2.8,3.3,No,90.7,6.9,Fair,1,Master,Poor,5,No,50.7,False,True
821,S1821,20,Male,1.4,4.0,3.6,No,81.7,7.1,Good,3,Master,Poor,4,No,35.4,False,True
822,S1822,22,Female,2.6,3.4,5.3,No,79.8,9.0,Poor,0,Bachelor,Good,2,No,49.1,False,True
823,S1823,23,Male,4.8,2.8,0.6,No,93.5,6.7,Fair,4,High School,Good,1,No,85.4,True,True
824,S1824,24,Other,4.9,0.5,2.1,No,85.3,7.5,Poor,0,No formal education,Average,4,No,83.9,False,True
825,S1825,20,Male,4.3,1.3,0.0,Yes,90.2,6.3,Good,0,High School,Average,7,No,90.4,True,True
826,S1826,19,Male,4.6,2.4,2.4,No,75.2,6.9,Poor,4,High School,Good,4,No,87.8,True,True
827,S1827,18,Female,4.3,2.6,1.2,No,71.0,8.5,Good,5,Bachelor,Average,9,No,87.5,True,True
828,S1828,23,Female,2.5,1.1,3.9,No,86.1,4.0,Fair,6,Bachelor,Good,8,No,58.2,False,False
829,S1829,24,Female,4.1,5.4,0.9,No,81.8,7.0,Poor,3,No formal education,Good,8,Yes,73.2,False,True
830,S1830,21,Female,4.7,4.3,0.0,No,91.3,9.1,Good,5,Bachelor,Good,5,No,83.5,False,True
831,S1831,21,Female,4.6,3.2,1.3,No,84.2,6.8,Poor,5,High School,Average,1,Yes,77.6,False,True
832,S1832,19,Male,5.3,2.6,0.0,Yes,87.1,8.5,Fair,5,High School,Average,9,Yes,98.4,True,True
833,S1833,20,Other,4.6,2.2,2.6,No,68.8,5.7,Poor,6,Bachelor,Good,2,No,78.5,False,False
834,S1834,17,Other,4.0,1.4,0.0,Yes,100.0,6.5,Fair,2,High School,Poor,6,Yes,81.1,False,True
835,S1835,20,Female,5.1,2.6,1.8,No,83.4,6.5,Fair,6,High School,Average,10,No,100.0,True,True
836,S1836,19,Male,3.5,2.8,0.0,No,92.0,3.8,Fair,5,No formal education,Poor,5,Yes,58.7,False,False
837,S1837,21,Female,2.2,1.0,1.4,No,76.6,5.1,Poor,2,High School,Poor,10,No,62.6,False,False
838,S1838,20,Male,3.3,2.9,3.6,No,88.1,5.2,Fair,4,Bachelor,Average,8,Yes,60.3,False,False
839,S1839,21,Male,2.4,2.3,2.2,No,72.0,7.5,Good,6,Master,Average,3,No,63.9,False,True
840,S1840,23,Male,2.5,0.2,0.9,Yes,89.5,7.5,Good,3,High School,Good,6,Yes,80.0,False,True
841,S1841,24,Male,3.3,1.5,1.8,Yes,81.4,6.9,Fair,5,High School,Average,6,No,62.6,False,True
842,S1842,17,Female,2.3,2.0,1.8,No,85.3,7.5,Fair,1,Bachelor,Average,10,No,71.4,False,True
843,S1843,23,Female,3.0,4.8,2.3,Yes,92.0,6.3,Fair,4,Master,Poor,3,No,60.6,False,True
844,S1844,21,Female,0.7,3.2,0.3,Yes,72.7,7.9,Fair,2,High School,Good,7,Yes,47.2,False,True
845,S1845,21,Male,3.8,0.9,2.5,No,78.2,6.5,Poor,6,High School,Average,4,Yes,78.1,False,True
846,S1846,18,Male,3.5,3.1,0.0,No,89.6,6.6,Fair,3,Bachelor,Good,5,Yes,75.5,False,True
847,S1847,18,Male,2.3,0.6,1.1,No,100.0,6.2,Fair,0,Bachelor,Good,9,No,73.5,False,True
848,S1848,23,Other,4.5,3.8,1.3,No,83.6,7.3,Fair,3,High School,Poor,6,No,74.6,False,True
849,S1849,22,Male,4.9,1.9,2.5,No,90.9,6.0,Fair,3,Bachelor,Average,10,No,98.7,True,False
850,S1850,23,Female,1.1,2.4,1.8,No,83.9,7.7,Good,5,High School,Average,4,Yes,49.2,False,True
851,S1851,18,Female,2.4,4.1,0.3,No,100.0,5.1,Poor,5,Bachelor,Good,8,No,67.4,False,False
852,S1852,21,Male,2.3,1.0,0.7,No,67.5,5.2,Good,6,Bachelor,Good,9,No,72.5,False,False
853,S1853,19,Female,2.1,0.8,2.0,No,85.9,7.3,Good,6,Master,Good,10,Yes,68.4,False,True
854,S1854,23,Female,4.7,1.8,1.7,No,68.7,6.4,Fair,2,High School,Average,5,No,70.0,False,True
855,S1855,21,Female,3.2,3.7,1.2,No,59.9,6.0,Fair,6,High School,Good,2,No,56.1,False,False
856,S1856,19,Female,3.1,0.7,1.3,Yes,88.0,7.6,Fair,2,High School,Poor,6,Yes,81.5,False,True
857,S1857,19,Male,0.5,0.0,2.6,Yes,86.4,5.8,Poor,5,Master,Poor,8,Yes,45.0,False,False
858,S1858,18,Male,4.5,2.0,1.2,Yes,82.2,6.3,Fair,5,High School,Good,5,Yes,84.4,False,True
859,S1859,23,Female,1.6,3.2,1.7,No,83.9,8.2,Good,1,High School,Good,1,No,36.8,False,True
860,S1860,20,Female,3.6,3.9,4.2,No,100.0,8.3,Poor,1,High School,Poor,8,Yes,65.6,False,True
861,S1861,17,Male,3.9,1.9,0.2,No,82.4,8.4,Fair,4,Bachelor,Poor,9,Yes,93.5,True,True
862,S1862,18,Female,5.5,2.0,0.0,No,90.1,6.2,Good,5,High School,Poor,1,No,93.7,True,True
863,S1863,18,Female,1.5,3.9,2.7,No,78.5,8.0,Good,0,High School,Poor,8,Yes,42.3,False,True
864,S1864,20,Female,0.0,0.3,1.1,Yes,88.0,5.4,Fair,1,High School,Average,10,Yes,53.3,False,False
865,S1865,17,Male,3.8,2.0,1.4,No,82.6,5.4,Good,2,Master,Good,2,No,65.9,False,False
866,S1866,21,Female,6.2,2.7,0.9,No,80.9,3.7,Fair,3,Bachelor,Good,4,Yes,87.9,True,False
867,S1867,22,Female,5.4,3.0,1.5,No,100.0,8.5,Poor,6,Bachelor,Good,2,No,94.5,True,True
868,S1868,23,Male,3.8,1.9,3.6,No,96.8,5.5,Fair,6,Master,Good,2,No,77.8,False,False
869,S1869,22,Male,2.8,2.5,2.7,Yes,86.4,6.3,Fair,4,Master,Average,10,No,74.6,False,True
870,S1870,21,Other,4.7,0.0,2.7,Yes,62.0,5.4,Good,1,High School,Good,3,No,67.5,False,False
871,S1871,24,Male,2.0,1.7,0.2,Yes,81.4,7.3,Poor,3,Master,Good,8,Yes,66.5,False,True
872,S1872,18,Female,4.2,3.0,0.5,No,100.0,6.0,Fair,3,No formal education,Average,4,No,78.4,False,False
873,S1873,17,Female,4.3,1.3,0.0,No,82.7,4.9,Fair,1,High School,Good,7,No,84.9,False,False
874,S1874,18,Male,5.1,2.6,0.9,No,96.0,7.0,Fair,0,Master,Average,10,No,96.6,True,True
875,S1875,19,Female,7.6,3.0,2.9,No,99.4,4.8,Poor,0,High School,Good,3,No,100.0,True,False
876,S1876,18,Male,4.1,2.1,2.4,No,87.2,5.5,Fair,4,High School,Good,10,No,83.1,False,False
877,S1877,18,Female,2.7,2.7,1.6,No,76.6,4.0,Good,0,High School,Average,3,No,36.9,False,False
878,S1878,21,Male,3.5,1.3,1.8,Yes,60.6,4.8,Fair,4,Bachelor,Good,2,No,60.0,False,False
879,S1879,21,Female,0.8,2.3,1.0,No,91.8,6.7,Fair,2,High School,Poor,6,No,44.3,False,True
880,S1880,21,Male,2.5,3.2,2.0,No,76.9,4.1,Fair,1,Bachelor,Good,6,No,41.6,False,False
881,S1881,22,Male,2.9,2.7,2.6,Yes,86.8,4.7,Fair,3,Master,Average,1,No,45.5,False,False
882,S1882,19,Other,2.7,1.8,0.0,No,72.5,6.5,Fair,4,Bachelor,Poor,7,No,68.2,False,True
883,S1883,24,Male,3.7,2.8,2.1,No,82.3,5.8,Good,6,High School,Average,4,No,75.5,False,False
884,S1884,24,Female,2.3,3.4,2.8,No,85.3,8.9,Good,0,Master,Good,3,No,40.9,False,True
885,S1885,21,Male,5.2,0.0,1.3,No,87.7,8.7,Fair,6,High School,Poor,8,No,100.0,True,True
886,S1886,17,Female,3.5,3.9,2.6,No,73.9,5.5,Fair,4,High School,Good,2,Yes,65.6,False,False
887,S1887,22,Male,3.5,2.1,4.9,No,97.0,7.2,Good,5,No formal education,Poor,9,No,75.9,False,True
888,S1888,20,Other,3.0,3.0,1.7,Yes,79.0,7.4,Fair,4,Bachelor,Good,8,Yes,69.8,False,True
889,S1889,17,Male,3.7,3.9,2.2,Yes,68.3,5.8,Fair,0,High School,Good,8,No,66.6,False,False
890,S1890,23,Male,4.7,0.9,1.0,Yes,83.9,4.7,Fair,5,High School,Average,3,No,84.5,False,False
891,S1891,23,Male,2.2,1.6,2.0,Yes,85.3,6.5,Good,5,High School,Average,4,Yes,65.6,False,True
892,S1892,17,Male,2.5,2.2,2.3,No,86.6,6.3,Fair,0,High School,Good,2,No,46.8,False,True
893,S1893,21,Female,3.0,1.6,2.0,No,98.6,6.0,Good,5,Bachelor,Good,2,No,67.7,False,False
894,S1894,20,Male,1.5,4.6,0.7,Yes,82.6,7.0,Good,1,Bachelor,Good,4,Yes,45.4,False,True
895,S1895,20,Female,2.3,1.5,2.0,No,83.8,5.6,Fair,3,Bachelor,Average,6,No,57.0,False,False
896,S1896,22,Male,2.8,1.8,3.4,Yes,74.0,5.1,Good,6,High School,Average,5,No,58.4,False,False
897,S1897,20,Male,4.8,2.7,2.3,No,93.2,6.6,Good,1,High School,Good,1,Yes,70.8,False,True
898,S1898,23,Female,3.9,1.1,2.9,No,86.8,7.0,Fair,1,Master,Average,10,No,75.7,False,True
899,S1899,19,Female,3.8,2.0,1.5,No,80.8,5.1,Poor,0,No formal education,Average,1,No,55.7,False,False
900,S1900,21,Male,4.8,2.9,2.6,No,66.0,7.6,Poor,0,Master,Average,6,Yes,82.1,False,True
901,S1901,20,Male,3.3,2.1,2.1,No,99.4,4.4,Fair,6,High School,Good,3,Yes,71.4,False,False
902,S1902,22,Male,4.1,2.4,0.8,No,72.7,5.8,Fair,3,Master,Good,3,No,66.7,False,False
903,S1903,23,Female,3.3,1.9,2.2,No,79.1,6.2,Fair,4,High School,Average,7,No,70.9,False,True
904,S1904,19,Female,3.9,0.7,0.7,Yes,88.6,5.7,Poor,1,High School,Poor,1,Yes,73.0,False,False
905,S1905,18,Male,2.6,2.9,1.1,Yes,73.0,5.8,Good,5,Bachelor,Poor,1,Yes,53.9,False,False
906,S1906,18,Female,0.0,4.6,2.0,Yes,70.1,8.7,Fair,3,Bachelor,Average,10,No,43.4,False,True
907,S1907,19,Female,3.3,2.5,2.1,No,63.8,5.5,Fair,1,High School,Average,3,No,55.4,False,False
908,S1908,23,Female,5.6,2.8,0.5,Yes,92.2,9.4,Fair,4,Bachelor,Good,8,No,100.0,True,True
909,S1909,22,Female,4.9,3.3,3.0,No,79.5,7.0,Fair,5,Bachelor,Average,1,No,71.8,False,True
910,S1910,19,Male,4.9,1.0,2.4,No,100.0,6.6,Fair,1,No formal education,Average,10,No,89.2,True,True
911,S1911,21,Male,5.4,4.5,1.0,No,75.1,7.1,Fair,2,No formal education,Good,4,No,83.9,False,True
912,S1912,21,Male,3.6,2.7,0.1,No,75.8,9.5,Poor,6,High School,Average,9,No,89.1,True,True
913,S1913,18,Male,3.8,4.5,1.6,Yes,79.3,5.3,Good,3,High School,Good,4,No,53.5,False,False
914,S1914,20,Female,2.6,1.6,1.3,Yes,87.4,5.2,Good,6,Bachelor,Poor,10,No,72.9,False,False
915,S1915,22,Female,3.0,4.7,1.9,No,80.3,5.6,Fair,0,High School,Average,8,No,61.0,False,False
916,S1916,18,Male,4.4,3.4,1.4,No,91.1,6.5,Good,1,High School,Good,7,No,69.1,False,True
917,S1917,20,Male,5.3,3.2,0.0,No,75.2,4.4,Good,5,High School,Good,3,No,77.2,False,False
918,S1918,20,Male,3.3,2.8,1.4,Yes,71.2,6.5,Poor,5,Bachelor,Average,7,No,71.9,False,True
919,S1919,24,Female,2.8,2.2,1.5,No,67.0,8.5,Good,3,High School,Good,7,Yes,74.7,False,True
920,S1920,21,Male,3.5,3.9,2.5,Yes,62.8,6.7,Good,3,No formal education,Good,10,No,74.5,False,True
921,S1921,23,Female,4.4,2.7,1.0,No,79.8,6.1,Fair,6,No formal education,Average,3,No,85.4,True,True
922,S1922,17,Male,1.3,0.1,3.6,No,82.0,5.8,Poor,5,Master,Average,2,Yes,44.3,False,False
923,S1923,23,Male,0.1,1.2,0.0,No,78.7,7.6,Poor,5,High School,Good,9,No,53.4,False,True
924,S1924,17,Other,2.7,2.3,3.2,Yes,97.4,5.5,Poor,5,Bachelor,Average,1,Yes,57.4,False,False
925,S1925,19,Other,1.7,2.9,1.6,Yes,97.3,8.7,Good,1,No formal education,Good,7,No,53.6,False,True
926,S1926,21,Male,2.7,2.4,2.7,No,81.7,8.8,Fair,5,High School,Good,4,Yes,58.8,False,True
927,S1927,20,Female,3.3,4.0,1.9,No,67.1,6.8,Good,0,Bachelor,Good,2,No,43.5,False,True
928,S1928,22,Female,2.8,0.2,3.1,No,79.3,6.5,Good,5,High School,Average,2,No,65.6,False,True
929,S1929,17,Female,5.7,2.7,1.4,No,79.0,7.7,Good,0,Master,Average,8,Yes,89.8,True,True
930,S1930,23,Male,4.0,0.3,0.6,No,78.4,7.8,Good,1,Master,Good,7,No,89.5,True,True
931,S1931,20,Female,4.0,3.4,3.4,Yes,78.0,5.5,Poor,3,Bachelor,Average,7,Yes,68.8,False,False
932,S1932,17,Female,4.4,2.4,1.7,No,78.5,5.9,Fair,0,Bachelor,Average,5,No,76.8,False,False
933,S1933,17,Female,1.8,3.0,2.0,No,81.1,4.9,Good,1,High School,Average,10,No,47.5,False,False
934,S1934,24,Male,5.1,1.5,3.2,No,78.6,7.0,Poor,5,High School,Poor,8,Yes,89.3,True,True
935,S1935,17,Male,3.4,4.0,0.7,Yes,87.1,7.3,Poor,1,Master,Good,2,No,62.0,False,True
936,S1936,22,Male,4.5,3.8,2.5,No,88.6,4.9,Good,5,Bachelor,Average,2,Yes,66.1,False,False
937,S1937,21,Female,1.9,3.2,1.2,No,75.9,6.0,Good,6,Bachelor,Good,5,No,41.7,False,False
938,S1938,22,Male,1.2,2.3,1.7,No,97.7,4.9,Fair,1,High School,Poor,1,No,28.0,False,False
939,S1939,18,Female,4.7,3.2,1.9,No,75.2,5.4,Good,3,No formal education,Good,6,No,71.0,False,False
940,S1940,20,Other,4.1,1.7,0.1,Yes,68.8,7.2,Good,0,Master,Average,4,No,67.5,False,True
941,S1941,21,Male,2.1,3.5,0.9,No,88.8,5.6,Fair,6,High School,Good,6,No,63.4,False,False
942,S1942,24,Female,2.2,4.5,3.3,No,76.8,6.1,Poor,3,High School,Good,7,No,50.2,False,True
943,S1943,21,Male,5.2,3.8,2.8,No,88.2,4.5,Good,2,High School,Poor,3,No,72.0,False,False
944,S1944,21,Female,1.7,1.6,1.7,No,61.0,6.7,Fair,5,Bachelor,Good,8,Yes,67.9,False,True
945,S1945,23,Male,6.0,2.9,2.1,Yes,98.9,6.4,Poor,0,No formal education,Average,7,No,100.0,True,True
946,S1946,21,Female,2.1,0.9,1.5,No,91.7,5.6,Fair,3,Bachelor,Good,1,Yes,55.0,False,False
947,S1947,24,Female,4.5,3.2,3.3,Yes,70.0,6.3,Good,0,High School,Good,6,Yes,59.9,False,True
948,S1948,22,Female,3.0,3.0,1.6,No,70.2,6.7,Fair,2,Master,Good,7,No,63.2,False,True
949,S1949,21,Female,4.4,0.3,2.1,No,100.0,5.5,Fair,4,Bachelor,Good,4,No,84.5,False,False
950,S1950,19,Female,2.7,1.1,3.1,No,77.6,4.7,Fair,5,High School,Average,2,No,50.8,False,False
951,S1951,20,Female,3.3,2.2,0.9,No,76.7,8.7,Good,5,Bachelor,Poor,10,No,94.0,True,True
952,S1952,21,Female,3.6,2.1,3.5,Yes,62.3,5.7,Poor,1,High School,Average,9,No,65.6,False,False
953,S1953,20,Female,2.0,1.0,0.1,No,81.5,6.4,Fair,5,High School,Average,7,No,61.7,False,True
954,S1954,19,Male,4.6,3.0,3.6,No,82.7,7.7,Good,5,Master,Good,1,Yes,66.0,False,True
955,S1955,19,Female,2.7,2.8,1.4,Yes,92.2,10.0,Poor,3,High School,Average,8,No,86.9,True,True
956,S1956,20,Female,3.2,2.3,1.5,No,71.0,5.0,Good,6,High School,Good,3,No,59.6,False,False
957,S1957,17,Female,2.0,1.6,0.0,No,69.8,7.0,Good,5,High School,Average,4,No,49.1,False,True
958,S1958,18,Male,0.0,3.8,1.3,Yes,89.5,5.7,Good,5,High School,Average,5,No,31.1,False,False
959,S1959,23,Female,3.2,4.5,0.7,No,95.1,5.9,Fair,2,Master,Good,1,No,45.7,False,False
960,S1960,17,Male,7.1,1.9,1.1,Yes,69.3,5.6,Good,6,High School,Average,6,No,100.0,True,False
961,S1961,17,Female,4.7,1.8,1.6,No,95.8,5.1,Good,2,Master,Good,10,No,81.1,False,False
962,S1962,22,Male,3.5,3.1,2.9,Yes,85.4,6.5,Good,0,Master,Average,6,No,55.1,False,True
963,S1963,23,Female,3.1,2.1,2.0,No,95.9,4.7,Poor,0,High School,Good,2,No,53.3,False,False
964,S1964,23,Other,3.5,2.3,2.1,No,84.3,7.6,Good,5,High School,Poor,10,Yes,89.1,True,True
965,S1965,17,Male,4.3,3.4,0.6,No,59.8,6.6,Fair,5,Master,Average,6,Yes,77.3,False,True
966,S1966,21,Other,1.7,0.2,0.8,No,83.5,7.0,Poor,1,High School,Good,8,Yes,56.4,False,True
967,S1967,22,Male,5.2,4.1,3.8,No,95.6,5.9,Fair,0,No formal education,Good,6,No,76.1,False,False
968,S1968,22,Female,4.6,2.6,1.0,No,76.1,6.1,Good,3,High School,Average,4,No,74.6,False,True
969,S1969,19,Female,4.6,2.0,3.6,Yes,81.1,6.8,Fair,5,Bachelor,Average,4,No,83.0,False,True
970,S1970,24,Female,4.2,2.4,1.5,No,83.2,5.1,Fair,3,Bachelor,Average,9,Yes,85.9,True,False
971,S1971,23,Female,3.5,2.5,1.8,No,56.0,6.1,Good,5,High School,Average,6,No,64.5,False,True
972,S1972,17,Female,4.5,0.4,3.0,No,100.0,5.5,Fair,3,High School,Good,8,No,91.9,True,False
973,S1973,19,Male,4.4,4.3,3.2,No,76.0,5.4,Good,4,Master,Good,8,No,74.6,False,False
974,S1974,20,Male,3.0,2.5,1.7,No,90.1,4.0,Fair,3,Bachelor,Poor,7,No,70.9,False,False
975,S1975,18,Female,2.6,3.0,1.4,No,84.1,8.1,Fair,6,Bachelor,Average,3,No,66.7,False,True
976,S1976,24,Female,3.7,3.6,1.7,No,97.6,5.7,Good,0,Bachelor,Good,10,Yes,77.4,False,False
977,S1977,24,Female,5.8,1.3,2.2,Yes,89.1,7.9,Good,5,High School,Average,1,Yes,99.0,True,True
978,S1978,24,Female,1.6,3.1,2.8,No,82.7,7.8,Fair,0,Bachelor,Good,5,Yes,43.5,False,True
979,S1979,22,Male,1.3,2.2,1.8,No,76.1,5.0,Good,6,High School,Poor,10,No,53.4,False,False
980,S1980,20,Female,3.7,3.5,2.5,No,93.0,5.2,Poor,6,High School,Good,10,Yes,81.0,False,False
981,S1981,24,Male,3.6,0.0,3.6,No,66.3,9.6,Fair,3,Bachelor,Average,2,No,66.2,False,True
982,S1982,20,Female,3.8,2.4,2.2,Yes,91.5,8.6,Fair,2,High School,Good,10,No,88.0,True,True
983,S1983,21,Male,3.9,1.8,2.1,No,74.0,6.5,Poor,2,Master,Average,2,No,64.4,False,True
984,S1984,24,Male,3.2,3.0,0.1,No,97.5,6.8,Fair,6,High School,Average,7,No,82.4,False,True
985,S1985,18,Male,5.7,3.1,0.0,Yes,86.6,5.7,Fair,2,Master,Good,3,Yes,80.9,False,False
986,S1986,20,Male,1.1,1.7,2.2,No,91.4,7.0,Poor,5,Master,Poor,8,No,59.6,False,True
987,S1987,20,Female,2.3,1.6,1.7,Yes,85.8,5.6,Fair,1,High School,Average,9,No,56.2,False,False
988,S1988,18,Male,3.3,2.4,1.2,No,67.5,4.1,Fair,4,Bachelor,Average,8,Yes,72.5,False,False
989,S1989,24,Male,1.0,1.4,2.1,Yes,76.4,4.9,Fair,3,High School,Average,6,No,47.6,False,False
990,S1990,18,Male,3.2,3.5,1.7,No,91.7,6.5,Good,1,Master,Good,5,No,63.6,False,True
991,S1991,20,Male,6.0,2.1,3.0,No,86.7,5.1,Good,2,High School,Good,3,No,85.3,True,False
992,S1992,18,Male,3.5,0.0,1.9,No,96.8,6.4,Fair,3,Bachelor,Poor,3,No,71.8,False,True
993,S1993,20,Male,3.8,2.1,1.0,No,89.0,5.2,Good,1,High School,Good,7,No,70.9,False,False
994,S1994,20,Female,1.6,1.3,2.9,No,75.3,5.6,Good,0,High School,Average,5,No,41.7,False,False
995,S1995,21,Female,2.6,0.5,1.6,No,77.0,7.5,Fair,2,High School,Good,6,Yes,76.1,False,True
996,S1996,17,Female,2.9,1.0,2.4,Yes,86.0,6.8,Poor,1,High School,Average,6,Yes,65.9,False,True
997,S1997,20,Male,3.0,2.6,1.3,No,61.9,6.5,Good,5,Bachelor,Good,9,Yes,64.4,False,True
998,S1998,24,Male,5.4,4.1,1.1,Yes,100.0,7.6,Fair,0,Bachelor,Average,1,No,69.7,False,True
999,S1999,19,Female,4.3,2.9,1.9,No,89.4,7.1,Good,2,Bachelor,Average,8,No,74.9,False,True
